Buffalo Bills,11,6,0,.647,483,289,194,11.4,-1.6,9.8,5.0,4.8,AFC East,divwin,2021
New England Patriots,10,7,0,.588,462,303,159,9.4,-0.9,8.5,3.6,4.8,AFC East,wildcard,2021
Miami Dolphins,9,8,0,.529,341,373,-32,-1.9,-0.8,-2.7,-3.1,0.3,AFC East,missed,2021
New York Jets,4,13,0,.235,310,504,-194,-11.4,1.0,-10.4,-3.6,-6.7,AFC East,missed,2021
Cincinnati Bengals,10,7,0,.588,460,376,84,4.9,-1.9,3.1,3.4,-0.3,AFC North,divwin,2021
Pittsburgh Steelers,9,7,1,.559,343,398,-55,-3.2,0.8,-2.5,-2.6,0.1,AFC North,wildcard,2021
Cleveland Browns,8,9,0,.471,349,371,-22,-1.3,0.0,-1.3,-2.7,1.3,AFC North,missed,2021
Baltimore Ravens,8,9,0,.471,387,392,-5,-0.3,0.0,-0.3,-0.3,0.0,AFC North,missed,2021
Tennessee Titans,12,5,0,.706,419,354,65,3.8,-0.4,3.4,1.8,1.6,AFC South,divwin,2021
Indianapolis Colts,9,8,0,.529,451,365,86,5.1,-0.6,4.4,3.3,1.1,AFC South,missed,2021
Houston Texans,4,13,0,.235,280,452,-172,-10.1,0.4,-9.7,-6.3,-3.4,AFC South,missed,2021
Jacksonville Jaguars,3,14,0,.176,253,457,-204,-12.0,0.6,-11.4,-7.7,-3.7,AFC South,missed,2021
Kansas City Chiefs,12,5,0,.706,480,364,116,6.8,0.6,7.4,5.4,2.0,AFC West,divwin,2021
Las Vegas Raiders,10,7,0,.588,374,439,-65,-3.8,0.6,-3.3,-0.7,-2.6,AFC West,wildcard,2021
Los Angeles Chargers,9,8,0,.529,474,459,15,0.9,0.2,1.1,5.3,-4.2,AFC West,missed,2021
Denver Broncos,7,10,0,.412,335,322,13,0.8,-1.3,-0.5,-4.7,4.2,AFC West,missed,2021
Dallas Cowboys,12,5,0,.706,530,358,172,10.1,-0.2,9.9,8.2,1.7,NFC East,divwin,2021
Philadelphia Eagles,9,8,0,.529,444,385,59,3.5,-1.0,2.5,2.6,-0.1,NFC East,wildcard,2021
Washington Football Team,7,10,0,.412,335,434,-99,-5.8,1.6,-4.2,-2.7,-1.5,NFC East,missed,2021
New York Giants,4,13,0,.235,258,416,-158,-9.3,1.0,-8.3,-7.7,-0.6,NFC East,missed,2021
Green Bay Packers,13,4,0,.765,450,371,79,4.6,-0.2,4.4,3.5,1.0,NFC North,divwin,2021
Minnesota Vikings,8,9,0,.471,425,426,-1,-0.1,0.3,0.3,1.9,-1.6,NFC North,missed,2021
Chicago Bears,6,11,0,.353,311,407,-96,-5.6,0.5,-5.2,-4.9,-0.3,NFC North,missed,2021
Detroit Lions,3,13,1,.206,325,467,-142,-8.4,0.6,-7.8,-3.5,-4.3,NFC North,missed,2021
Tampa Bay Buccaneers,13,4,0,.765,511,353,158,9.3,-0.7,8.6,7.3,1.3,NFC South,divwin,2021
New Orleans Saints,9,8,0,.529,364,335,29,1.7,0.3,2.0,-1.5,3.6,NFC South,missed,2021
Atlanta Falcons,7,10,0,.412,313,459,-146,-8.6,0.1,-8.5,-4.2,-4.3,NFC South,missed,2021
Carolina Panthers,5,12,0,.294,304,404,-100,-5.9,0.4,-5.5,-5.0,-0.5,NFC South,missed,2021
Los Angeles Rams,12,5,0,.706,460,372,88,5.2,0.1,5.3,4.2,1.1,NFC West,divwin,2021
Arizona Cardinals,11,6,0,.647,449,366,83,4.9,0.3,5.2,3.6,1.6,NFC West,wildcard,2021
San Francisco 49ers,10,7,0,.588,427,365,62,3.6,0.1,3.8,1.8,1.9,NFC West,wildcard,2021
Seattle Seahawks,7,10,0,.412,395,366,29,1.7,0.2,1.9,0.4,1.5,NFC West,missed,2021
