New England Patriots,11,5,0,.688,371,272,99,6.2,-1.9,4.3,1.2,3.1,AFC East,divwin,2001
Miami Dolphins,11,5,0,.688,344,290,54,3.4,-0.7,2.7,-0.3,3.1,AFC East,wildcard,2001
New York Jets,10,6,0,.625,308,295,13,0.8,0.0,0.8,-2.0,2.8,AFC East,wildcard,2001
Indianapolis Colts,6,10,0,.375,413,486,-73,-4.6,0.8,-3.8,6.1,-9.8,AFC East,missed,2001
Buffalo Bills,3,13,0,.188,265,420,-155,-9.7,0.2,-9.5,-3.9,-5.7,AFC East,missed,2001
Pittsburgh Steelers,13,3,0,.813,352,212,140,8.8,-1.4,7.4,1.5,5.8,AFC Central,divwin,2001
Baltimore Ravens,10,6,0,.625,303,265,38,2.4,0.8,3.2,-0.8,4.0,AFC Central,wildcard,2001
Cleveland Browns,7,9,0,.438,285,319,-34,-2.1,1.3,-0.8,-0.9,0.1,AFC Central,missed,2001
Tennessee Titans,7,9,0,.438,336,388,-52,-3.3,1.2,-2.0,2.4,-4.4,AFC Central,missed,2001
Jacksonville Jaguars,6,10,0,.375,294,286,8,0.5,0.4,0.9,-1.1,2.0,AFC Central,missed,2001
Cincinnati Bengals,6,10,0,.375,226,309,-83,-5.2,1.7,-3.5,-4.5,1.0,AFC Central,missed,2001
Oakland Raiders,10,6,0,.625,399,327,72,4.5,-0.9,3.6,4.0,-0.4,AFC West,divwin,2001
Seattle Seahawks,9,7,0,.563,301,324,-23,-1.4,-0.4,-1.9,-1.4,-0.4,AFC West,missed,2001
Denver Broncos,8,8,0,.500,340,339,1,0.1,-0.5,-0.5,0.5,-1.0,AFC West,missed,2001
Kansas City Chiefs,6,10,0,.375,320,344,-24,-1.5,0.3,-1.2,-0.2,-1.0,AFC West,missed,2001
San Diego Chargers,5,11,0,.313,332,321,11,0.7,-1.0,-0.3,0.3,-0.6,AFC West,missed,2001
Philadelphia Eagles,11,5,0,.688,343,208,135,8.4,-0.7,7.7,0.9,6.8,NFC East,divwin,2001
Washington Redskins,8,8,0,.500,256,303,-47,-2.9,-0.7,-3.7,-4.0,0.4,NFC East,missed,2001
New York Giants,7,9,0,.438,294,321,-27,-1.7,-0.1,-1.8,-1.8,0.0,NFC East,missed,2001
Arizona Cardinals,7,9,0,.438,295,343,-48,-3.0,-1.2,-4.2,-1.5,-2.6,NFC East,missed,2001
Dallas Cowboys,5,11,0,.313,246,338,-92,-5.8,-0.2,-6.0,-4.5,-1.5,NFC East,missed,2001
Chicago Bears,13,3,0,.813,338,203,135,8.4,-0.5,7.9,0.9,7.1,NFC Central,divwin,2001
Green Bay Packers,12,4,0,.750,390,266,124,7.8,-1.1,6.6,4.0,2.6,NFC Central,wildcard,2001
Tampa Bay Buccaneers,9,7,0,.563,324,280,44,2.8,1.3,4.0,0.7,3.3,NFC Central,wildcard,2001
Minnesota Vikings,5,11,0,.313,290,390,-100,-6.3,1.5,-4.7,-0.8,-3.9,NFC Central,missed,2001
Detroit Lions,2,14,0,.125,270,424,-154,-9.6,2.4,-7.2,-2.0,-5.2,NFC Central,missed,2001
St. Louis Rams,14,2,0,.875,503,273,230,14.4,-1.0,13.4,10.4,2.9,NFC West,divwin,2001
San Francisco 49ers,12,4,0,.750,409,282,127,7.9,-1.1,6.8,4.2,2.7,NFC West,wildcard,2001
New Orleans Saints,7,9,0,.438,333,409,-76,-4.8,-0.1,-4.8,-0.1,-4.7,NFC West,missed,2001
Atlanta Falcons,7,9,0,.438,291,377,-86,-5.4,0.7,-4.7,-2.7,-2.0,NFC West,missed,2001
Carolina Panthers,1,15,0,.063,253,410,-157,-9.8,0.9,-8.9,-4.6,-4.4,NFC West,missed,2001
