New York Jets,9,7,0,.563,359,336,23,1.4,1.7,3.2,0.9,2.3,AFC East,divwin,2002
New England Patriots,9,7,0,.563,381,346,35,2.2,1.8,4.0,2.1,1.9,AFC East,missed,2002
Miami Dolphins,9,7,0,.563,378,301,77,4.8,1.2,6.1,1.7,4.4,AFC East,missed,2002
Buffalo Bills,8,8,0,.500,379,397,-18,-1.1,0.9,-0.3,2.1,-2.3,AFC East,missed,2002
Pittsburgh Steelers,10,5,1,.656,390,345,45,2.8,-0.1,2.7,3.1,-0.4,AFC North,divwin,2002
Cleveland Browns,9,7,0,.563,344,320,24,1.5,-0.3,1.2,-0.4,1.7,AFC North,wildcard,2002
Baltimore Ravens,7,9,0,.438,316,354,-38,-2.4,0.3,-2.1,-1.5,-0.6,AFC North,missed,2002
Cincinnati Bengals,2,14,0,.125,279,456,-177,-11.1,0.6,-10.5,-3.6,-6.9,AFC North,missed,2002
Tennessee Titans,11,5,0,.688,367,324,43,2.7,-0.9,1.8,1.6,0.1,AFC South,divwin,2002
Indianapolis Colts,10,6,0,.625,349,313,36,2.3,-1.1,1.2,0.4,0.7,AFC South,wildcard,2002
Jacksonville Jaguars,6,10,0,.375,328,315,13,0.8,-1.0,-0.2,-1.3,1.1,AFC South,missed,2002
Houston Texans,4,12,0,.250,213,356,-143,-8.9,-0.5,-9.4,-8.4,-1.1,AFC South,missed,2002
Oakland Raiders,11,5,0,.688,450,304,146,9.1,1.5,10.6,6.3,4.3,AFC West,divwin,2002
Denver Broncos,9,7,0,.563,392,344,48,3.0,1.9,4.9,3.0,1.9,AFC West,missed,2002
San Diego Chargers,8,8,0,.500,333,367,-34,-2.1,1.4,-0.7,-1.0,0.2,AFC West,missed,2002
Kansas City Chiefs,8,8,0,.500,467,399,68,4.3,1.9,6.1,8.4,-2.3,AFC West,missed,2002
Philadelphia Eagles,12,4,0,.750,415,241,174,10.9,-2.6,8.3,4.5,3.8,NFC East,divwin,2002
New York Giants,10,6,0,.625,320,279,41,2.6,-1.7,0.8,-2.2,3.0,NFC East,wildcard,2002
Washington Redskins,7,9,0,.438,307,365,-58,-3.6,-0.8,-4.5,-2.2,-2.2,NFC East,missed,2002
Dallas Cowboys,5,11,0,.313,217,329,-112,-7.0,-1.5,-8.5,-8.2,-0.3,NFC East,missed,2002
Green Bay Packers,12,4,0,.750,398,328,70,4.4,-0.8,3.6,2.4,1.2,NFC North,divwin,2002
Minnesota Vikings,6,10,0,.375,390,442,-52,-3.3,0.2,-3.0,3.1,-6.1,NFC North,missed,2002
Chicago Bears,4,12,0,.250,281,379,-98,-6.1,0.9,-5.3,-4.4,-0.9,NFC North,missed,2002
Detroit Lions,3,13,0,.188,306,451,-145,-9.1,-0.1,-9.2,-2.5,-6.7,NFC North,missed,2002
Tampa Bay Buccaneers,12,4,0,.750,346,196,150,9.4,-0.6,8.8,-1.0,9.8,NFC South,divwin,2002
Atlanta Falcons,9,6,1,.594,402,314,88,5.5,-0.4,5.1,3.5,1.5,NFC South,wildcard,2002
New Orleans Saints,9,7,0,.563,432,388,44,2.8,-0.3,2.4,5.8,-3.3,NFC South,missed,2002
Carolina Panthers,7,9,0,.438,258,302,-44,-2.8,-0.5,-3.3,-6.0,2.8,NFC South,missed,2002
San Francisco 49ers,10,6,0,.625,367,351,16,1.0,-0.4,0.6,0.7,-0.1,NFC West,divwin,2002
St. Louis Rams,7,9,0,.438,316,369,-53,-3.3,0.0,-3.3,-1.6,-1.8,NFC West,missed,2002
Seattle Seahawks,7,9,0,.438,355,369,-14,-0.9,-0.4,-1.3,0.0,-1.2,NFC West,missed,2002
Arizona Cardinals,5,11,0,.313,262,417,-155,-9.7,-0.2,-9.9,-5.4,-4.5,NFC West,missed,2002
