New England Patriots,10,6,0,.625,379,338,41,2.6,0.6,3.1,3.7,-0.5,AFC East,divwin,2005
Miami Dolphins,9,7,0,.563,318,317,1,0.1,-0.8,-0.8,-1.1,0.3,AFC East,missed,2005
Buffalo Bills,5,11,0,.313,271,367,-96,-6.0,0.2,-5.8,-4.0,-1.8,AFC East,missed,2005
New York Jets,4,12,0,.250,240,355,-115,-7.2,0.8,-6.4,-5.2,-1.2,AFC East,missed,2005
Cincinnati Bengals,11,5,0,.688,421,350,71,4.4,-0.6,3.8,6.5,-2.7,AFC North,divwin,2005
Pittsburgh Steelers,11,5,0,.688,389,258,131,8.2,-0.4,7.8,3.8,4.0,AFC North,wildcard,2005
Baltimore Ravens,6,10,0,.375,265,299,-34,-2.1,0.3,-1.8,-3.5,1.7,AFC North,missed,2005
Cleveland Browns,6,10,0,.375,232,301,-69,-4.3,0.1,-4.2,-6.0,1.7,AFC North,missed,2005
Indianapolis Colts,14,2,0,.875,439,247,192,12.0,-1.2,10.8,5.6,5.2,AFC South,divwin,2005
Jacksonville Jaguars,12,4,0,.750,361,269,92,5.8,-1.0,4.8,1.1,3.7,AFC South,wildcard,2005
Tennessee Titans,4,12,0,.250,299,421,-122,-7.6,0.1,-7.6,-2.0,-5.5,AFC South,missed,2005
Houston Texans,2,14,0,.125,260,431,-171,-10.7,0.7,-10.0,-4.4,-5.7,AFC South,missed,2005
Denver Broncos,13,3,0,.813,395,258,137,8.6,2.2,10.8,5.0,5.8,AFC West,divwin,2005
Kansas City Chiefs,10,6,0,.625,403,325,78,4.9,2.1,7.0,5.1,1.9,AFC West,missed,2005
San Diego Chargers,9,7,0,.563,418,312,106,6.6,3.3,9.9,7.1,2.9,AFC West,missed,2005
Oakland Raiders,4,12,0,.250,290,383,-93,-5.8,3.0,-2.8,-1.2,-1.6,AFC West,missed,2005
New York Giants,11,5,0,.688,422,314,108,6.8,0.7,7.5,5.8,1.7,NFC East,divwin,2005
Washington Redskins,10,6,0,.625,359,293,66,4.1,1.9,6.0,2.6,3.4,NFC East,wildcard,2005
Dallas Cowboys,9,7,0,.563,325,308,17,1.1,2.1,3.2,-0.1,3.2,NFC East,missed,2005
Philadelphia Eagles,6,10,0,.375,310,388,-78,-4.9,2.6,-2.3,-0.7,-1.7,NFC East,missed,2005
Chicago Bears,11,5,0,.688,260,202,58,3.6,-2.2,1.4,-5.2,6.6,NFC North,divwin,2005
Minnesota Vikings,9,7,0,.563,306,344,-38,-2.4,-1.1,-3.5,-1.4,-2.1,NFC North,missed,2005
Detroit Lions,5,11,0,.313,254,345,-91,-5.7,-1.0,-6.7,-4.3,-2.4,NFC North,missed,2005
Green Bay Packers,4,12,0,.250,298,344,-46,-2.9,-0.8,-3.7,-1.5,-2.2,NFC North,missed,2005
Tampa Bay Buccaneers,11,5,0,.688,300,274,26,1.6,-2.6,-1.0,-2.8,1.8,NFC South,divwin,2005
Carolina Panthers,11,5,0,.688,391,259,132,8.3,-3.2,5.1,3.0,2.1,NFC South,wildcard,2005
Atlanta Falcons,8,8,0,.500,351,341,10,0.6,-1.9,-1.2,1.1,-2.3,NFC South,missed,2005
New Orleans Saints,3,13,0,.188,235,398,-163,-10.2,-0.9,-11.1,-6.2,-4.9,NFC South,missed,2005
Seattle Seahawks,13,3,0,.813,452,271,181,11.3,-2.2,9.1,5.8,3.4,NFC West,divwin,2005
St. Louis Rams,6,10,0,.375,363,429,-66,-4.1,-1.0,-5.1,1.3,-6.4,NFC West,missed,2005
Arizona Cardinals,5,11,0,.313,311,387,-76,-4.8,-0.2,-5.0,-2.0,-3.0,NFC West,missed,2005
San Francisco 49ers,4,12,0,.250,239,428,-189,-11.8,0.7,-11.1,-5.6,-5.5,NFC West,missed,2005
